Location,Suburb,Postcode,State,Zone
TOOLIJOOA 2534,Toolijooa,2534,New South Wales,Wollongong
TOOLLEEN 3551,Toolleen,3551,Victoria,Bendigo
TOOLOOA 4680,Toolooa,4680,Queensland,Capricorn Coast
TOOMBUL 4012,Toombul,4012,Queensland,Brisbane
TOOMULLA 4816,Toomulla,4816,Queensland,Townsville
TOONGABBIE 2146,Toongabbie,2146,New South Wales,Sydney
TOONGABBIE EAST 2146,Toongabbie East,2146,New South Wales,Sydney
TOONPAN 4816,Toonpan,4816,Queensland,Townsville
TOORAK 3142,Toorak,3142,Victoria,Melbourne
TOORAK GARDENS 5065,Toorak Gardens,5065,South Australia,Adelaide
TOORBUL 4510,Toorbul,4510,Queensland,Brisbane
TOORMINA 2452,Toormina,2452,New South Wales,Coffs Harbour
TOORONGA 3146,Tooronga,3146,Victoria,Melbourne
TOOTGAROOK 3941,Tootgarook,3941,Victoria,Melbourne
TOOWONG 4066,Toowong,4066,Queensland,Brisbane
TOOWONG BC 4066,Toowong BC,4066,Queensland,Brisbane
TOOWONG DC 4066,Toowong DC,4066,Queensland,Brisbane
TOOWOOMBA 4350,Toowoomba,4350,Queensland,Toowoomba
TOOWOOMBA BC 4350,Toowoomba BC,4350,Queensland,Toowoomba
TOOWOOMBA CITY 4350,Toowoomba City,4350,Queensland,Toowoomba
TOOWOOMBA DC 4350,Toowoomba DC,4350,Queensland,Toowoomba
TOOWOOMBA EAST 4350,Toowoomba East,4350,Queensland,Toowoomba
TOOWOOMBA MC 4352,Toowoomba Mc,4352,Queensland,Toowoomba
TOOWOOMBA SOUTH 4350,Toowoomba South,4350,Queensland,Toowoomba
TOOWOOMBA VILLAGE FAIR 4350,Toowoomba Village Fair,4350,Queensland,Toowoomba
TOOWOOMBA WEST 4350,Toowoomba West,4350,Queensland,Toowoomba
TOOWOON BAY 2261,Toowoon Bay,2261,New South Wales,Central Coast
TOP CAMP 4350,Top Camp,4350,Queensland,Toowoomba
TORBANLEA 4662,Torbanlea,4662,Queensland,Wide Bay
TORONTO 2283,Toronto,2283,New South Wales,Newcastle
TORQUAY 3228,Torquay,3228,Victoria,Geelong
TORQUAY 4655,Torquay,4655,Queensland,Wide Bay
TORRENS 2607,Torrens,2607,Australian Capital Territory,Canberra
TORRENS PARK 5062,Torrens Park,5062,South Australia,Adelaide
TORRENSVILLE 5031,Torrensville,5031,South Australia,Adelaide
TORRENSVILLE PLAZA 5031,Torrensville Plaza,5031,South Australia,Adelaide
TORRINGTON 4350,Torrington,4350,Queensland,Toowoomba
TOTNESS 5250,Totness,5250,South Australia,Adelaide
TOTTENHAM 3012,Tottenham,3012,Victoria,Melbourne
TOUKLEY 2263,Toukley,2263,New South Wales,Central Coast
TOWEN MOUNTAIN 4560,Towen Mountain,4560,Queensland,Sunshine Coast
TOWERS HILL 4820,Towers Hill,4820,Queensland,Townsville
TOWN COMMON 4810,Town Common,4810,Queensland,Townsville
TOWNSEND 2463,Townsend,2463,New South Wales,Northern Rivers
TOWNSVILLE 4810,Townsville,4810,Queensland,Townsville
TOWNSVILLE CITY 4810,Townsville City,4810,Queensland,Townsville
TOWNSVILLE DC 4810,Townsville DC,4810,Queensland,Townsville
TOWNSVILLE MC 4810,Townsville Mc,4810,Queensland,Townsville
TOWRADGI 2518,Towradgi,2518,New South Wales,Wollongong
TRAFALGAR 3824,Trafalgar,3824,Victoria,Latrobe Valley
TRAFALGAR EAST 3824,Trafalgar East,3824,Victoria,Latrobe Valley
TRANMERE 5073,Tranmere,5073,South Australia,Adelaide
TRANMERE 7018,Tranmere,7018,Tasmania,Hobart
TRANMERE NORTH 5073,Tranmere North,5073,South Australia,Adelaide
TRARALGON 3844,Traralgon,3844,Victoria,Latrobe Valley
TRARALGON EAST 3844,Traralgon East,3844,Victoria,Latrobe Valley
TRARALGON SOUTH 3844,Traralgon South,3844,Victoria,Latrobe Valley
TRAVANCORE 3032,Travancore,3032,Victoria,Melbourne
TRAVELLERS REST 7250,Travellers Rest,7250,Tasmania,Launceston
TREGEAR 2770,Tregear,2770,New South Wales,Sydney
TREVALLYN 7250,Trevallyn,7250,Tasmania,Launceston
TRIGG 6029,Trigg,6029,Western Australia,Perth
TRINITY BEACH 4879,Trinity Beach,4879,Queensland,Cairns
TRINITY GARDENS 5068,Trinity Gardens,5068,South Australia,Adelaide
TRINITY PARK 4879,Trinity Park,4879,Queensland,Cairns
TROTT PARK 5158,Trott Park,5158,South Australia,Adelaide
TRUGANINA 3029,Truganina,3029,Victoria,Melbourne
TUAN 4650,Tuan,4650,Queensland,Wide Bay
TUART HILL 6060,Tuart Hill,6060,Western Australia,Perth
TUERONG 3915,Tuerong,3915,Victoria,Melbourne
TUGGERAH 2259,Tuggerah,2259,New South Wales,Central Coast
TUGGERANONG 2900,Tuggeranong,2900,Australian Capital Territory,Canberra
TUGGERANONG DC 2901,Tuggeranong Dc,2901,Australian Capital Territory,Canberra
TUGGERAWONG 2259,Tuggerawong,2259,New South Wales,Central Coast
TUGRAH 7310,Tugrah,7310,Tasmania,Launceston
TUGUN 4224,Tugun,4224,Queensland,Gold Coast
TULLAMARINE 3043,Tullamarine,3043,Victoria,Melbourne
TULLIMBAR 2527,Tullimbar,2527,New South Wales,Wollongong
TULLY 4854,Tully,4854,Queensland,Cairns
TUMBI UMBI 2261,Tumbi Umbi,2261,New South Wales,Central Coast
TUMBULGUM 2490,Tumbulgum,2490,New South Wales,Gold Coast
TUNCESTER 2480,Tuncester,2480,New South Wales,Northern Rivers
TUNCURRY 2428,Tuncurry,2428,New South Wales,Port Macquarie
TURNER 2612,Turner,2612,Australian Capital Territory,Canberra
TURNERS BEACH 7315,Turners Beach,7315,Tasmania,Launceston
TURRAMURRA 2074,Turramurra,2074,New South Wales,Sydney
TURRELLA 2205,Turrella,2205,New South Wales,Sydney
TURVEY PARK 2650,Turvey Park,2650,New South Wales,Albury
TUSMORE 5065,Tusmore,5065,South Australia,Adelaide
TWEED HEADS 2485,Tweed Heads,2485,New South Wales,Gold Coast
TWEED HEADS SOUTH 2486,Tweed Heads South,2486,New South Wales,Gold Coast
TWEED HEADS WEST 2485,Tweed Heads West,2485,New South Wales,Gold Coast
TWIN WATERS 4564,Twin Waters,4564,Queensland,Sunshine Coast
TWO ROCKS 6037,Two Rocks,6037,Western Australia,Perth
TYABB 3913,Tyabb,3913,Victoria,Melbourne
TYAGARAH 2481,Tyagarah,2481,New South Wales,Northern Rivers
TYNDALE 2460,Tyndale,2460,New South Wales,Northern Rivers
TYSONS REEF 3550,Tysons Reef,3550,Victoria,Bendigo
ULEYBURY 5114,Uleybury,5114,South Australia,Adelaide
ULLADULLA 2539,Ulladulla,2539,New South Wales,Wollongong
ULMARRA 2462,Ulmarra,2462,New South Wales,Northern Rivers
ULTIMO 2007,Ultimo,2007,New South Wales,Sydney
ULVERSTONE 7315,Ulverstone,7315,Tasmania,Launceston
UMBIRAM 4352,Umbiram,4352,Queensland,Toowoomba
UMINA BEACH 2257,Umina Beach,2257,New South Wales,Central Coast
UNANDERRA 2526,Unanderra,2526,New South Wales,Wollongong
UNDERA 3629,Undera,3629,Victoria,Bendigo
UNDERDALE 5032,Underdale,5032,South Australia,Adelaide
UNDERWOOD 4119,Underwood,4119,Queensland,Brisbane
UNIVERSITY OF ADELAIDE 5005,University Of Adelaide,5005,South Australia,Adelaide
UNIVERSITY OF CANBERRA 2617,University Of Canberra,2617,Australian Capital Territory,Canberra
UNIVERSITY OF MELBOURNE 3010,University Of Melbourne,3010,Victoria,Melbourne
UNIVERSITY OF QUEENSLAND 4072,University Of Queensland,4072,Queensland,Brisbane
UNIVERSITY OF TASMANIA 7005,University Of Tasmania,7005,Tasmania,Hobart
UNIVERSITY OF WOLLONGONG 2522,University Of Wollongong,2522,New South Wales,Wollongong
UNLEY 5061,Unley,5061,South Australia,Adelaide
UNLEY BC 5061,Unley BC,5061,South Australia,Adelaide
UNLEY DC 5061,Unley DC,5061,South Australia,Adelaide
UNLEY PARK 5061,Unley Park,5061,South Australia,Adelaide
UNSW SYDNEY 2052,Unsw Sydney,2052,New South Wales,Sydney
UPPER BROOKFIELD 4069,Upper Brookfield,4069,Queensland,Brisbane
UPPER BURNIE 7320,Upper Burnie,7320,Tasmania,Launceston
UPPER COOMERA 4209,Upper Coomera,4209,Queensland,Gold Coast
UPPER KEDRON 4055,Upper Kedron,4055,Queensland,Brisbane
UPPER LOCKYER 4352,Upper Lockyer,4352,Queensland,Toowoomba
UPPER MANGROVE 2250,Upper Mangrove,2250,New South Wales,Central Coast
UPPER MOUNT GRAVATT 4122,Upper Mount Gravatt,4122,Queensland,Brisbane
UPPER MOUNT GRAVATT BC 4122,Upper Mount Gravatt BC,4122,Queensland,Brisbane
UPPER SWAN 6069,Upper Swan,6069,Western Australia,Perth
URAIDLA 5142,Uraidla,5142,South Australia,Adelaide
URANGAN 4655,Urangan,4655,Queensland,Wide Bay
URIARRA VILLAGE 2611,Uriarra Village,2611,Australian Capital Territory,Canberra
URRAWEEN 4655,Urraween,4655,Queensland,Wide Bay
URRBRAE 5064,Urrbrae,5064,South Australia,Adelaide
URUNGA 2455,Urunga,2455,New South Wales,Coffs Harbour
VALDORA 4561,Valdora,4561,Queensland,Sunshine Coast
VALE PARK 5081,Vale Park,5081,South Australia,Adelaide
VALE VIEW 4352,Vale View,4352,Queensland,Toowoomba
VALENTINE 2280,Valentine,2280,New South Wales,Newcastle
VALLA 2448,Valla,2448,New South Wales,Remote
VALLA BEACH 2448,Valla Beach,2448,New South Wales,Remote
VALLEY HEIGHTS 2777,Valley Heights,2777,New South Wales,Sydney
VALLEY VIEW 5093,Valley View,5093,South Australia,Adelaide
VARROVILLE 2566,Varroville,2566,New South Wales,Sydney
VARSITY LAKES 4227,Varsity Lakes,4227,Queensland,Gold Coast
VAUCLUSE 2030,Vaucluse,2030,New South Wales,Sydney
VERADILLA 4347,Veradilla,4347,Queensland,Toowoomba
VERDUN 5245,Verdun,5245,South Australia,Adelaide
VERMONT 3133,Vermont,3133,Victoria,Melbourne
VERMONT SOUTH 3133,Vermont South,3133,Victoria,Melbourne
VERNOR 4306,Vernor,4306,Queensland,Brisbane
VERRIERDALE 4562,Verrierdale,4562,Queensland,Sunshine Coast
VICTORIA PARK 6100,Victoria Park,6100,Western Australia,Perth
VICTORIA POINT 4165,Victoria Point,4165,Queensland,Brisbane
VICTORIA POINT WEST 4165,Victoria Point West,4165,Queensland,Brisbane
VIEWBANK 3084,Viewbank,3084,Victoria,Melbourne
VILLAWOOD 2163,Villawood,2163,New South Wales,Sydney
VINCENT 4814,Vincent,4814,Queensland,Townsville
VINCENTIA 2540,Vincentia,2540,New South Wales,Wollongong
VINE VALE 5352,Vine Vale,5352,South Australia,Adelaide
VINEYARD 2765,Vineyard,2765,New South Wales,Sydney
VIRGINIA 4014,Virginia,4014,Queensland,Brisbane
VIRGINIA 5120,Virginia,5120,South Australia,Adelaide
VIRGINIA BC 4014,Virginia BC,4014,Queensland,Brisbane
VIRGINIA DC 4014,Virginia DC,4014,Queensland,Brisbane
VISTA 5091,Vista,5091,South Australia,Adelaide
VIVEASH 6056,Viveash,6056,Western Australia,Perth
VOYAGER POINT 2172,Voyager Point,2172,New South Wales,Sydney
WACOL 4076,Wacol,4076,Queensland,Brisbane
WADALBA 2259,Wadalba,2259,New South Wales,Central Coast
WAGAMAN 0810,Wagaman,0810,Northern Territory,Remote
WAGGA WAGGA 2650,Wagga Wagga,2650,New South Wales,Albury
WAGGA WAGGA BC 2650,Wagga Wagga BC,2650,New South Wales,Albury
WAGGA WAGGA RAAF 2651,Wagga Wagga Raaf,2651,New South Wales,Albury
WAGGA WAGGA SOUTH 2650,Wagga Wagga South,2650,New South Wales,Albury
WAGSTAFFE 2257,Wagstaffe,2257,New South Wales,Central Coast
WAHGUNYAH 3687,Wahgunyah,3687,Victoria,Albury
WAHROONGA 2076,Wahroonga,2076,New South Wales,Sydney
WAIKIKI 6169,Waikiki,6169,Western Australia,Perth
WAINUI 4404,Wainui,4404,Queensland,Toowoomba
WAITARA 2077,Waitara,2077,New South Wales,Sydney
WAKEFIELD 2278,Wakefield,2278,New South Wales,Newcastle
WAKELEY 2176,Wakeley,2176,New South Wales,Sydney
WAKERLEY 4154,Wakerley,4154,Queensland,Brisbane
WALKAMIN 4872,Walkamin,4872,Queensland,Cairns
WALKERSTON 4751,Walkerston,4751,Queensland,Mackay
WALKERVALE 4670,Walkervale,4670,Queensland,Wide Bay
WALKERVILLE 5081,Walkerville,5081,South Australia,Adelaide
WALKLEY HEIGHTS 5098,Walkley Heights,5098,South Australia,Adelaide
WALLABI POINT 2430,Wallabi Point,2430,New South Wales,Port Macquarie
WALLACIA 2745,Wallacia,2745,New South Wales,Sydney
WALLAMORE 2340,Wallamore,2340,New South Wales,Remote
WALLARAH 2259,Wallarah,2259,New South Wales,Central Coast
WALLAROO 2618,Wallaroo,2618,New South Wales,Canberra
WALLAVILLE 4671,Wallaville,4671,Queensland,Wide Bay
WALLIEBUM 4655,Walliebum,4655,Queensland,Wide Bay
WALLIGAN 4655,Walligan,4655,Queensland,Wide Bay
WALLINGTON 3222,Wallington,3222,Victoria,Geelong
WALLIS LAKE 2428,Wallis Lake,2428,New South Wales,Port Macquarie
WALLISTON 6076,Walliston,6076,Western Australia,Perth
WALLSEND 2287,Wallsend,2287,New South Wales,Newcastle
WALLSEND SOUTH 2287,Wallsend South,2287,New South Wales,Newcastle
WALMER 3463,Walmer,3463,Victoria,Bendigo
WAMBERAL 2260,Wamberal,2260,New South Wales,Central Coast
WAMURAN 4512,Wamuran,4512,Queensland,Brisbane
WANDAL 4700,Wandal,4700,Queensland,Capricorn Coast
WANDANA HEIGHTS 3216,Wandana Heights,3216,Victoria,Geelong
WANDI 6167,Wandi,6167,Western Australia,Perth
WANGAN 4871,Wangan,4871,Queensland,Cairns
WANGARA 6065,Wangara,6065,Western Australia,Perth
WANGARA DC 6065,Wangara DC,6065,Western Australia,Perth
WANGARATTA 3676,Wangaratta,3676,Victoria,Albury
WANGARATTA 3677,Wangaratta,3677,Victoria,Albury
WANGARATTA FORWARD 3678,Wangaratta Forward,3678,Victoria,Albury
WANGARATTA SOUTH 3678,Wangaratta South,3678,Victoria,Albury
WANGETTI 4877,Wangetti,4877,Queensland,Cairns
WANGI WANGI 2267,Wangi Wangi,2267,New South Wales,Newcastle
WANGURI 0810,Wanguri,0810,Northern Territory,Remote
WANNANUP 6210,Wannanup,6210,Western Australia,Perth
WANNEROO 6065,Wanneroo,6065,Western Australia,Perth
WANNIASSA 2903,Wanniassa,2903,Australian Capital Territory,Canberra
WANTIRNA 3152,Wantirna,3152,Victoria,Melbourne
WANTIRNA SOUTH 3152,Wantirna South,3152,Victoria,Melbourne
WARABROOK 2304,Warabrook,2304,New South Wales,Newcastle
WARAMANGA 2611,Waramanga,2611,Australian Capital Territory,Canberra
WARANA 4575,Warana,4575,Queensland,Sunshine Coast
WARANGA 3616,Waranga,3616,Victoria,Bendigo
WARATAH 2298,Waratah,2298,New South Wales,Newcastle
WARATAH WEST 2298,Waratah West,2298,New South Wales,Newcastle
WARDELL 2477,Wardell,2477,New South Wales,Northern Rivers
WAREEMBA 2046,Wareemba,2046,New South Wales,Sydney
WARILLA 2528,Warilla,2528,New South Wales,Wollongong
WARKWORTH 2330,Warkworth,2330,New South Wales,Newcastle
WARNBRO 6169,Warnbro,6169,Western Australia,Perth
WARNER 4500,Warner,4500,Queensland,Brisbane
WARNERS BAY 2282,Warners Bay,2282,New South Wales,Newcastle
WARNERVALE 2259,Warnervale,2259,New South Wales,Central Coast
WARRADALE 5046,Warradale,5046,South Australia,Adelaide
WARRADALE NORTH 5046,Warradale North,5046,South Australia,Adelaide
WARRAGAMBA 2752,Warragamba,2752,New South Wales,Sydney
WARRAGUL 3820,Warragul,3820,Victoria,Latrobe Valley
WARRAGUL SOUTH 3821,Warragul South,3821,Victoria,Latrobe Valley
WARRAGUL WEST 3821,Warragul West,3821,Victoria,Latrobe Valley
WARRANE 7018,Warrane,7018,Tasmania,Hobart
WARRAWEE 2074,Warrawee,2074,New South Wales,Sydney
WARRAWONG 2502,Warrawong,2502,New South Wales,Wollongong
WARRELL CREEK 2447,Warrell Creek,2447,New South Wales,Remote
WARRIEWOOD 2102,Warriewood,2102,New South Wales,Sydney
WARRIEWOOD SHOPPING SQUARE 2102,Warriewood Shopping Square,2102,New South Wales,Sydney
WARRIMOO 2774,Warrimoo,2774,New South Wales,Sydney
WARRINGAH MALL 2100,Warringah Mall,2100,New South Wales,Sydney
WARWICK 4370,Warwick,4370,Queensland,Toowoomba
WARWICK 6024,Warwick,6024,Western Australia,Perth
WARWICK DC 4370,Warwick DC,4370,Queensland,Toowoomba
WARWICK FARM 2170,Warwick Farm,2170,New South Wales,Sydney
WATANOBBI 2259,Watanobbi,2259,New South Wales,Central Coast
WATERFALL 2233,Waterfall,2233,New South Wales,Sydney
WATERFALL GULLY 5066,Waterfall Gully,5066,South Australia,Adelaide
WATERFORD 4133,Waterford,4133,Queensland,Brisbane
WATERFORD 6152,Waterford,6152,Western Australia,Perth
WATERFORD WEST 4133,Waterford West,4133,Queensland,Brisbane
WATERGARDENS 3038,Watergardens,3038,Victoria,Melbourne
WATERLOO 2017,Waterloo,2017,New South Wales,Sydney
WATERLOO CORNER 5110,Waterloo Corner,5110,South Australia,Adelaide
WATERMANS BAY 6020,Watermans Bay,6020,Western Australia,Perth
WATERWAYS 3195,Waterways,3195,Victoria,Melbourne
WATSON 2602,Watson,2602,Australian Capital Territory,Canberra
WATSONIA 3087,Watsonia,3087,Victoria,Melbourne
WATSONIA NORTH 3087,Watsonia North,3087,Victoria,Melbourne
WATSONS BAY 2030,Watsons Bay,2030,New South Wales,Sydney
WATTLE GROVE 2173,Wattle Grove,2173,New South Wales,Sydney
WATTLE GROVE 6107,Wattle Grove,6107,Western Australia,Perth
WATTLE PARK 3128,Wattle Park,3128,Victoria,Melbourne
WATTLE PARK 5066,Wattle Park,5066,South Australia,Adelaide
WATTLEUP 6166,Wattleup,6166,Western Australia,Perth
WAUCHOPE 2446,Wauchope,2446,New South Wales,Port Macquarie
WAURN PONDS 3216,Waurn Ponds,3216,Victoria,Geelong
WAVELL HEIGHTS 4012,Wavell Heights,4012,Queensland,Brisbane
WAVELL HEIGHTS NORTH 4012,Wavell Heights North,4012,Queensland,Brisbane
WAVERLEY 2024,Waverley,2024,New South Wales,Sydney
WAVERLEY 7250,Waverley,7250,Tasmania,Launceston
WAVERLEY GARDENS 3170,Waverley Gardens,3170,Victoria,Melbourne
WAVERTON 2060,Waverton,2060,New South Wales,Sydney
WAYVILLE 5034,Wayville,5034,South Australia,Adelaide
WEBB 4860,Webb,4860,Queensland,Cairns
WEDDERBURN 2560,Wedderburn,2560,New South Wales,Sydney
WEETANGERA 2614,Weetangera,2614,Australian Capital Territory,Canberra
WELBY 2575,Welby,2575,New South Wales,Wollongong
WELCOME CREEK 4670,Welcome Creek,4670,Queensland,Wide Bay
WELLAND 5007,Welland,5007,South Australia,Adelaide
WELLARD 6170,Wellard,6170,Western Australia,Perth
WELLCAMP 4350,Wellcamp,4350,Queensland,Toowoomba
WELLERS HILL 4121,Wellers Hill,4121,Queensland,Brisbane
WELLINGTON 2820,Wellington,2820,New South Wales,Remote
WELLINGTON POINT 4160,Wellington Point,4160,Queensland,Brisbane
WELSBY 4507,Welsby,4507,Queensland,Brisbane
WELSHPOOL 6106,Welshpool,6106,Western Australia,Perth
WEMBLEY 6014,Wembley,6014,Western Australia,Perth
WEMBLEY DOWNS 6019,Wembley Downs,6019,Western Australia,Perth
WENDOREE PARK 2250,Wendoree Park,2250,New South Wales,Central Coast
WENDOUREE 3355,Wendouree,3355,Victoria,Geelong
WENDOUREE VILLAGE 3355,Wendouree Village,3355,Victoria,Geelong
WENTWORTH FALLS 2782,Wentworth Falls,2782,New South Wales,Sydney
WENTWORTH POINT 2127,Wentworth Point,2127,New South Wales,Sydney
WENTWORTHVILLE 2145,Wentworthville,2145,New South Wales,Sydney
WERRI BEACH 2534,Werri Beach,2534,New South Wales,Wollongong
WERRIBEE 3030,Werribee,3030,Victoria,Melbourne
WERRIBEE SOUTH 3030,Werribee South,3030,Victoria,Melbourne
WERRINGTON 2747,Werrington,2747,New South Wales,Sydney
WERRINGTON COUNTY 2747,Werrington County,2747,New South Wales,Sydney
WERRINGTON DOWNS 2747,Werrington Downs,2747,New South Wales,Sydney
WESLEY VALE 7307,Wesley Vale,7307,Tasmania,Launceston
WEST ALBURY 2640,West Albury,2640,New South Wales,Albury
WEST ARMIDALE 2350,West Armidale,2350,New South Wales,Remote
WEST BALLINA 2478,West Ballina,2478,New South Wales,Northern Rivers
WEST BATHURST 2795,West Bathurst,2795,New South Wales,Remote
WEST BEACH 5024,West Beach,5024,South Australia,Adelaide
WEST BENDIGO 3550,West Bendigo,3550,Victoria,Bendigo
WEST BURLEIGH 4219,West Burleigh,4219,Queensland,Gold Coast
WEST CROYDON 5008,West Croydon,5008,South Australia,Adelaide
WEST DEVONPORT 7310,West Devonport,7310,Tasmania,Launceston
WEST END 4101,West End,4101,Queensland,Brisbane
WEST END 4810,West End,4810,Queensland,Townsville
WEST FOOTSCRAY 3012,West Footscray,3012,Victoria,Melbourne
WEST GLADSTONE 4680,West Gladstone,4680,Queensland,Capricorn Coast
WEST GOSFORD 2250,West Gosford,2250,New South Wales,Central Coast
WEST HAVEN 2443,West Haven,2443,New South Wales,Port Macquarie
WEST HINDMARSH 5007,West Hindmarsh,5007,South Australia,Adelaide
WEST HOBART 7000,West Hobart,7000,Tasmania,Hobart
WEST HOXTON 2171,West Hoxton,2171,New South Wales,Sydney
WEST IPSWICH 4305,West Ipswich,4305,Queensland,Brisbane
WEST KEMPSEY 2440,West Kempsey,2440,New South Wales,Port Macquarie
WEST LAKES 5021,West Lakes,5021,South Australia,Adelaide
WEST LAKES SHORE 5020,West Lakes Shore,5020,South Australia,Adelaide
WEST LAUNCESTON 7250,West Launceston,7250,Tasmania,Launceston
WEST LEEDERVILLE 6007,West Leederville,6007,Western Australia,Perth
WEST MACKAY 4740,West Mackay,4740,Queensland,Mackay
WEST MELBOURNE 3003,West Melbourne,3003,Victoria,Melbourne
WEST MOONAH 7009,West Moonah,7009,Tasmania,Hobart
WEST NOWRA 2541,West Nowra,2541,New South Wales,Wollongong
WEST PENNANT HILLS 2125,West Pennant Hills,2125,New South Wales,Sydney
WEST PERTH 6005,West Perth,6005,Western Australia,Perth
WEST PYMBLE 2073,West Pymble,2073,New South Wales,Sydney
WEST RICHMOND 5033,West Richmond,5033,South Australia,Adelaide
WEST ROCKHAMPTON 4700,West Rockhampton,4700,Queensland,Capricorn Coast
WEST RYDE 2114,West Ryde,2114,New South Wales,Sydney
WEST SWAN 6055,West Swan,6055,Western Australia,Perth
WEST TAMWORTH 2340,West Tamworth,2340,New South Wales,Remote
WEST ULVERSTONE 7315,West Ulverstone,7315,Tasmania,Launceston
WEST WALLSEND 2286,West Wallsend,2286,New South Wales,Newcastle
WEST WODONGA 3690,West Wodonga,3690,Victoria,Albury
WEST WOLLONGONG 2500,West Wollongong,2500,New South Wales,Wollongong
WEST WOOMBYE 4559,West Woombye,4559,Queensland,Sunshine Coast
WESTBOURNE PARK 5041,Westbourne Park,5041,South Australia,Adelaide
WESTBROOK 4350,Westbrook,4350,Queensland,Toowoomba
WESTBURY 7303,Westbury,7303,Tasmania,Launceston
WESTCOURT 4870,Westcourt,4870,Queensland,Cairns
WESTDALE 2340,Westdale,2340,New South Wales,Remote
WESTERN JUNCTION 7212,Western Junction,7212,Tasmania,Launceston
WESTFIELD 6111,Westfield,6111,Western Australia,Perth
WESTGATE 2048,Westgate,2048,New South Wales,Sydney
